_id,locationId,locationName,locationType,address,city,postal_code,addressInfo,lat,long,dates,hours,info,phone,phoneExt,phoneAlt,phoneAltExt,website,accessibility,sameDayAppt,active,temporarily_closed,pharmacy,operated_by,location_name_fr,operated_by_fr,address_fr,province,PHU,PHU_fr,monday,tuesday,wednesday,thursday,friday,saturday,sunday,appointments,online_appointments,phone_appointments,walk_ins,symptomatic,drive_through,general_population,children_under_2,age_threshold,weeks_pregnant,french_language_services,accessible,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr,Monday_Open,Monday_Closed,Tuesday_Open,Tuesday_Closed,Wednesday_Open,Wednesday_Closed,Thursday_Open,Thursday_Closed,Friday_Open,Friday_Closed,Saturday_Open,Saturday_Closed,Sunday_Open,Sunday_Closed,Data_Source,OBJECTID,geometry,Date_Added,wardName
63141,154,Toronto Congress Centre,City-operated Immunization Clinic,650 Dixon Road,,,,,-79.578275659625,,11 a.m. to 8 p.m.,By appointment only.,"",,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,15,"{u'type': u'Point', u'coordinates': (-79.5782756596, 43.6926992726)}",,Etobicoke North
63152,190,Seneca College Vaccination Clinic,Hospital Immunization Clinic,1750 Finch Avenue East,,,,,-79.349676663484,,"",By appointment only. Accessible and parking is available.,"",,"",,https://www.nygh.on.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,26,"{u'type': u'Point', u'coordinates': (-79.3496766635, 43.7953239582)}",,Don Valley North
63153,191,SHN Centenary Clinic,Hospital Immunization Clinic,2867 Ellesmere Road,,,,,-79.206660232638,,"",By appointment only. Accessible and parking is available.,"",,"",,https://www.scarboroughcovidvaccineclinic.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,27,"{u'type': u'Point', u'coordinates': (-79.2066602326, 43.7823980114)}",,Scarborough-Guildwood
63154,192,St. Joseph's Health Centre,Hospital Immunization Clinic,30 The Queensway,,,,,-79.449623573119,,"",By appointment only. Accessible and parking is available.,"",,"",,https://unityhealth.to/covid-19-vaccination-clinic/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,28,"{u'type': u'Point', u'coordinates': (-79.4496235731, 43.6392742551)}",,Parkdale-High Park
63155,193,St. Michael's Hospital - Peter Gilgan Patient Care Tower,Hospital Immunization Clinic,36 Queen Street East (northeast corner of Queen Street East and Victoria Street),,,,,-79.377816570202,,"",By appointment only. Accessible and limited parking.,"",,"",,https://unityhealth.to/covid-19-vaccination-clinic/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,29,"{u'type': u'Point', u'coordinates': (-79.3778165702, 43.652934046)}",,Toronto Centre
63156,194,Sunnybrook Vaccination Clinic,Hospital Immunization Clinic,2075 Bayview Avenue,,,,,-79.37285344428,,"",By appointment only. Accessible and parking is available.,"",,"",,https://sunnybrook.ca/content/?page=novel-coronavirus-covid-19-vaccine-information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,30,"{u'type': u'Point', u'coordinates': (-79.3728534443, 43.723055027)}",,Don Valley West
63157,195,University Health Network and Mid-West Toronto Ontario Health Team Clinics - MaRS Clinic,Hospital Immunization Clinic,101 College Street,,,,,-79.38872377497,,"",By appointment only. Please enter through 101 College Street and prepare to answer screening questions before entering the building.,"",,"",,https://www.uhn.ca/covid19_vaccine/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,31,"{u'type': u'Point', u'coordinates': (-79.388723775, 43.6601082997)}",,University-Rosedale
63158,196,University Health Network and Mid-West Toronto Ontario Health Team Clinics - Michener Clinic,Hospital Immunization Clinic,153 McCaul Street,,,,,-79.391552673118,,"",By appointment only. Please enter through 153 McCaul Street (corner of McCaul and Elm) and prepare to answer screening questions before entering the building.,"",,"",,https://www.uhn.ca/covid19_vaccine/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,32,"{u'type': u'Point', u'coordinates': (-79.3915526731, 43.6556402754)}",,University-Rosedale
63159,197,University Health Network and Mid-West Toronto Ontario Health Team Clinics - BMO Conference Centre at Krembil Discovery Tower,Hospital Immunization Clinic,60 Leonard Avenue,,,,,-79.405053273118,,"","By appointment only. Please use the Leonard Avenue entrance and prepare to answer screening questions before entering the building. You will not be able to enter through the main hospital entrances, and there is no access to the BMO Conference Centre from inside TWH.","",,"",,https://www.uhn.ca/covid19_vaccine/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,33,"{u'type': u'Point', u'coordinates': (-79.4050532731, 43.6543487543)}",,University-Rosedale
63160,204,CAMH Vaccination Clinic,Hospital Immunization Clinic,100 Stokes Street,,,,,-79.419124457775,,"",By appointment only. Accessible and parking is available.,"",,"",,http://www.camh.ca/covidvaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,34,"{u'type': u'Point', u'coordinates': (-79.4191244578, 43.6435220047)}",,Spadina-Fort York
63161,205,William Osler - Etobicoke Site,Hospital Immunization Clinic,101 Humber College Boulevard,,,,,-79.59760262763,,"",By appointment only.,"",,"",,https://www.williamoslerhs.ca/en/visiting-us/covid-19-vaccine-clinic.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,35,"{u'type': u'Point', u'coordinates': (-79.5976026276, 43.7293287009)}",,Etobicoke North
63162,206,Mid-West Toronto Ontario Health Team (UHN Hub),Hospital Immunization Clinic,931 College Street,,,,,-79.425972917299,,"",By appointment only. Accessible and parking is available.,"",,"",,http://midwesttorontooht.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,36,"{u'type': u'Point', u'coordinates': (-79.4259729173, 43.6536087817)}",,Davenport
63163,207,Englemount-Lawrence Vaccination Clinic (ELVC),Hospital Immunization Clinic,160 Neptune Drive,,,,,-79.442190119304,,"",By appointment only. Accessible and parking is available.,"",,"",,https://elvaccineclinic.ca/ntoht/covid-vaccine/gp/self-schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,37,"{u'type': u'Point', u'coordinates': (-79.4421901193, 43.729372292)}",,Eglinton-Lawrence
63164,209,West Park Healthcare Centre,Hospital Immunization Clinic,82 Buttonwood Avenue,,,,,-79.508040174969,,"",By appointment only. Accessible and parking is available.,"",,"",,https://www.westpark.org/en/PatientsAndFamilies/COVID-19/VaccinationClinics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,38,"{u'type': u'Point', u'coordinates': (-79.508040175, 43.6899193586)}",,York South-Weston
63165,201,East York Town Centre,Hospital Immunization Clinic,45 Overlea Boulevard,,,,,-79.346049059625,,"","Opening March 24, by appointment only.","",,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,39,"{u'type': u'Point', u'coordinates': (-79.3460490596, 43.7059814191)}",,Don Valley West
63166,216,"Regent Park, 40 Oaks (Fred Victor)",Hospital Immunization Clinic,40 Oak Street,,,,,-79.36531997497,,"",By appointment only. Accessible and limited parking is available.,"",,"",,https://regentparkchc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,40,"{u'type': u'Point', u'coordinates': (-79.365319975, 43.6616197032)}",,Toronto Centre
63167,217,Ryerson University,Hospital Immunization Clinic,288 Church Street,,,,,-79.37785877497,,"",By appointment only. Accessible and limited parking is available.,"",,"",,https://www.ryerson.ca/covid-19/vaccination-clinic/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,41,"{u'type': u'Point', u'coordinates': (-79.377858775, 43.6573931457)}",,Toronto Centre
63168,218,Wellesley Community Centre,Hospital Immunization Clinic,495 Sherbourne Street,,,,,-79.374465659626,,"",By appointment only. Accessible and parking is available.,"",,"",,https://sherbourne.on.ca/covid-19-vaccine-info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,42,"{u'type': u'Point', u'coordinates': (-79.3744656596, 43.6676042991)}",,Toronto Centre
63169,208,University Health Network - University of Toronto - St. George's Campus Vaccination Clinic,Hospital Immunization Clinic,255 McCaul Street (entrance through main doors on McCaul Street),,,,,-79.392924501954,,"",By appointment only through the provincial booking system. This clinic is open to anyone within the current phase of eligibility.,"",,"",,University-Rosedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,43,"{u'type': u'Point', u'coordinates': (-79.392924502, 43.6587468897)}",,""
63170,198,Warden Hilltop Community Centre,Hospital Immunization Clinic,25 Mendelssohn Street,,,,,-79.280742319149,,"",By appointment only. Accessible and parking is available.,"",,"",,https://tehn.ca/covid19/covid-19-vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,44,"{u'type': u'Point', u'coordinates': (-79.2807423191, 43.7147963542)}",,Scarborough Southwest
63171,187,Michael Garron Hospital,Hospital Immunization Clinic,825 Coxwell Avenue,,,,,-79.324879659625,,"",By appointment only. Accessible and parking is available.,"",,"",,https://tehn.ca/covid19/covid-19-vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,45,"{u'type': u'Point', u'coordinates': (-79.3248796596, 43.6900885001)}",,Beaches-East York
63172,184,Carefirst Seniors and Community Services Association Clinic,Hospital Immunization Clinic,300 Silver Star Boulevard,,,,,-79.294956688457,,"",By appointment only. Accessible and parking is available.,"",,"",,https://www.scarboroughcovidvaccineclinic.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,46,"{u'type': u'Point', u'coordinates': (-79.2949566885, 43.8127815132)}",,Scarborough-Agincourt
63173,185,Centennial College Progress Campus Clinic,Hospital Immunization Clinic,941 Progress Avenue,,,,,-79.22820230195,,"",By appointment only. Accessible and parking is available.,"",,"",,https://www.scarboroughcovidvaccineclinic.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,47,"{u'type': u'Point', u'coordinates': (-79.228202302, 43.7856263716)}",,Scarborough-Guildwood
63174,186,Humber River Hospital COVax Vaccine Clinic - Downsview Arena,Hospital Immunization Clinic,1633 Wilson Avenue,,,,,-79.51268618846,,"",By appointment only. Accessible and parking is available.,"",,"",,https://www.hrh.ca/covax-clinic-booking/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,48,"{u'type': u'Point', u'coordinates': (-79.5126861885, 43.7191785075)}",,Humber River-Black Creek
63175,347,Shoppers Drug Mart 860,Pharmacy Immunization Site,300 Borough Dr.,,,,,-79.258018709,,"Monday: 10:30 a.m.-7 p.m., Tuesday: 10:30 a.m.-7 p.m., Wednesday: 10:30 a.m.-7 p.m., Thursday: 10:30 a.m.-7 p.m., Friday: 10:30 a.m.-7 p.m., Saturday: 10:30 a.m.-7 p.m., Sunday: 10:30 a.m.-7 p.m.","Adults 18 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-296-5056,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,179,"{u'type': u'Point', u'coordinates': (-79.258018709, 43.776283247)}",2021-03-18,Scarborough Centre
63176,348,Shoppers Drug Mart 814,Pharmacy Immunization Site,2494 Danforth Ave.,,,,,-79.303721056,,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-9 p.m., Sunday: 10 a.m.-6 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-698-1888,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,180,"{u'type': u'Point', u'coordinates': (-79.303721056, 43.688029383)}",2021-03-18,Beaches-East York
63177,349,Yonge/Melrose Toronto Rexall,Pharmacy Immunization Site,3402 Yonge Street,,,,,-79.404508481,,"Monday: 8 a.m.-9 p.m., Tuesday: 8 a.m.-9 p.m., Wednesday: 8 a.m.-9 p.m., Thursday: 8 a.m.-9 p.m., Friday: 8 a.m.-9 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 9 a.m.-6 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-544-0746,,"",,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,181,"{u'type': u'Point', u'coordinates': (-79.404508481, 43.732985241)}",2021-03-18,Eglinton-Lawrence
63178,350,Lakeshore/37th Etobicoke Rexall,Pharmacy Immunization Site,3701 Lakeshore Blvd West,,,,,-79.538427408,,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-9 p.m., Sunday: 9 a.m.-6 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-259-3777,,"",,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,182,"{u'type': u'Point', u'coordinates': (-79.538427408, 43.59298971)}",2021-03-18,Etobicoke-Lakeshore
63179,351,Shoppers Drug Mart 879,Pharmacy Immunization Site,2343 Eglinton Ave. West,,,,,-79.462660915,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-651-7111,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,183,"{u'type': u'Point', u'coordinates': (-79.462660915, 43.692636694)}",2021-03-18,Davenport
63180,352,Hazelton Lanes Rexall,Pharmacy Immunization Site,87 Avenue Road,,,,,-79.395185265,,"Monday: 9 a.m.-8 p.m., Tuesday: 9 a.m.-8 p.m., Wednesday: 9 a.m.-8 p.m., Thursday: 9 a.m.-8 p.m., Friday: 9 a.m.-8 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 9 a.m.-6 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-922-5555,,"",,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,184,"{u'type': u'Point', u'coordinates': (-79.395185265, 43.672016671)}",2021-03-18,University-Rosedale
63181,353,Shoppers Drug Mart 1421,Pharmacy Immunization Site,2206 Lake Shore Blvd. West,,,,,-79.48305682,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-259-1330,,"",,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,185,"{u'type': u'Point', u'coordinates': (-79.48305682, 43.623107417)}",2021-03-18,Etobicoke-Lakeshore
63182,287,Gerrard & Victoria - Sobeys,Pharmacy Immunization Site,2490 Gerrard St. East,,,,,-79.284927132,,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 10 a.m.-5 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-698-2060,,"",,https://www.pharmacyappointments.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,186,"{u'type': u'Point', u'coordinates': (-79.284927132, 43.687900873)}",2021-03-18,Scarborough Southwest
63183,288,LOBLAWS INC LOB1079 RX DSP,Pharmacy Immunization Site,10 LOWER JARVIS ST,,,,,-79.369878213,,"Monday: 7 a.m.-7 p.m., Tuesday: 7 a.m.-7 p.m., Wednesday: 7 a.m.-7 p.m., Thursday: 7 a.m.-7 p.m., Friday: 7 a.m.-7 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 10 a.m.-6 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-304-0619,,"",,https://www.loblaws.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,187,"{u'type': u'Point', u'coordinates': (-79.369878213, 43.644490468)}",2021-03-18,Spadina-Fort York
63184,289,LOBLAWS INC RCSS1077 RX DSP,Pharmacy Immunization Site,825 DON MILLS RD,,,,,-79.33896238,,"Monday: 7 a.m.-8 p.m., Tuesday: 7 a.m.-8 p.m., Wednesday: 7 a.m.-8 p.m., Thursday: 7 a.m.-8 p.m., Friday: 7 a.m.-8 p.m., Saturday: 7 a.m.-6 p.m., Sunday: 10 a.m.-6 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-391-4847,,"",,https://www.realcanadiansuperstore.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,188,"{u'type': u'Point', u'coordinates': (-79.33896238, 43.722006661)}",2021-03-18,Don Valley East
63185,290,LOBLAWS INC NF4222 RX DSP,Pharmacy Immunization Site,222 LANSDOWNE AVE,,,,,-79.440695371,,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-5 p.m., Sunday: 10 a.m.-5 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-588-7744,,"",,https://www.nofrills.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,189,"{u'type': u'Point', u'coordinates': (-79.440695371, 43.649553325)}",2021-03-18,Davenport
63186,291,LOBLAWS INC LOB1066 RX DSP,Pharmacy Immunization Site,380 THE EAST MALL,,,,,-79.559599415,,"Monday: 7 a.m.-7 p.m., Tuesday: 7 a.m.-7 p.m., Wednesday: 7 a.m.-7 p.m., Thursday: 7 a.m.-7 p.m., Friday: 7 a.m.-7 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 9 a.m.-6 p.m.","People 12 years of age and older on the day of their appointment are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-695-0610,,"",,https://www.loblaws.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,190,"{u'type': u'Point', u'coordinates': (-79.559599415, 43.64396199)}",2021-03-18,Etobicoke Centre
