"date","incidence"
2020-08-12,16
2020-08-13,25
2020-08-14,40
2020-08-15,17
2020-08-16,36
2020-08-17,34
2020-08-18,17
2020-08-19,15
2020-08-20,33
2020-08-21,34
2020-08-22,42
2020-08-23,72
2020-08-24,49
2020-08-25,25
2020-08-26,25
2020-08-27,22
2020-08-28,32
2020-08-29,55
2020-08-30,34
2020-08-31,28
2020-09-01,18
2020-09-02,13
2020-09-03,20
2020-09-04,9
2020-09-05,21
2020-09-06,28
2020-09-07,15
2020-09-08,11
2020-09-09,15
2020-09-10,15
2020-09-11,15
2020-09-12,17
2020-09-13,18
2020-09-14,21
2020-09-15,17
2020-09-16,23
2020-09-17,11
2020-09-18,40
2020-09-19,17
2020-09-20,29
2020-09-21,22
2020-09-22,24
2020-09-23,42
2020-09-24,36
2020-09-25,54
2020-09-26,65
2020-09-27,51
2020-09-28,39
2020-09-29,34
2020-09-30,40
2020-10-01,36
2020-10-02,39
2020-10-03,36
2020-10-04,35
2020-10-05,51
2020-10-06,56
2020-10-07,31
2020-10-08,67
2020-10-09,84
2020-10-10,96
2020-10-11,54
2020-10-12,77
2020-10-13,124
2020-10-14,146
2020-10-15,173
2020-10-16,75
2020-10-17,85
2020-10-18,44
2020-10-19,79
2020-10-20,110
2020-10-21,135
2020-10-22,147
2020-10-23,162
2020-10-24,153
2020-10-25,161
2020-10-26,99
2020-10-27,183
2020-10-28,170
2020-10-29,193
2020-10-30,480
2020-10-31,348
2020-11-01,312
2020-11-02,241
2020-11-03,102
2020-11-04,373
2020-11-05,426
2020-11-06,242
2020-11-07,271
2020-11-08,441
2020-11-09,365
2020-11-10,382
2020-11-11,431
2020-11-12,471
2020-11-13,435
2020-11-14,239
2020-11-15,494
2020-11-16,391
2020-11-17,269
2020-11-18,400
2020-11-19,474
2020-11-20,436
2020-11-21,384
2020-11-22,240
2020-11-23,541
2020-11-24,476
2020-11-25,347
2020-11-26,383
2020-11-27,343
2020-11-28,487
2020-11-29,364
2020-11-30,342
2020-12-01,283
2020-12-02,277
2020-12-03,365
2020-12-04,320
2020-12-05,354
2020-12-06,383
2020-12-07,325
2020-12-08,245
2020-12-09,278
2020-12-10,291
2020-12-11,445
2020-12-12,360
2020-12-13,273
2020-12-14,240
2020-12-15,271
2020-12-16,292
2020-12-17,221
2020-12-18,345
2020-12-19,236
2020-12-20,229
2020-12-21,166
2020-12-22,155
2020-12-23,200
2020-12-24,241
2020-12-25,0
2020-12-26,0
2020-12-27,524
2020-12-28,107
2020-12-29,131
2020-12-30,130
2020-12-31,186
2021-01-01,0
2021-01-02,326
2021-01-03,101
2021-01-04,118
2021-01-05,121
2021-01-06,169
2021-01-07,207
2021-01-08,222
2021-01-09,203
2021-01-10,151
2021-01-11,131
2021-01-12,89
2021-01-13,156
2021-01-14,261
2021-01-15,188
2021-01-16,180
2021-01-17,189
2021-01-18,118
2021-01-19,110
2021-01-20,152
2021-01-21,196
2021-01-22,173
2021-01-23,215
2021-01-24,222
2021-01-25,111
2021-01-26,93
2021-01-27,94
2021-01-28,128
2021-01-29,157
2021-01-30,165
2021-01-31,117
2021-02-01,88
2021-02-02,82
2021-02-03,126
2021-02-04,110
2021-02-05,108
2021-02-06,81
2021-02-07,79
2021-02-08,49
2021-02-09,73
2021-02-10,59
2021-02-11,90
2021-02-12,80
2021-02-13,99
2021-02-14,79
2021-02-15,0
2021-02-16,166
2021-02-17,75
2021-02-18,139
2021-02-19,91
2021-02-20,94
2021-02-21,58
2021-02-22,89
2021-02-23,70
2021-02-24,42
2021-02-25,70
2021-02-26,62
2021-02-27,90
2021-02-28,50
2021-03-01,27
2021-03-02,63
2021-03-03,51
2021-03-04,50
2021-03-05,49
2021-03-06,70
2021-03-07,56
2021-03-08,59
2021-03-09,60
2021-03-10,74
2021-03-11,85
2021-03-12,102
2021-03-13,94
2021-03-14,44
2021-03-15,49
2021-03-16,108
2021-03-17,94
2021-03-18,89
2021-03-19,91
2021-03-20,89
2021-03-21,89
2021-03-22,61
2021-03-23,97
2021-03-24,74
2021-03-25,110
2021-03-26,116
2021-03-27,57
2021-03-28,55
2021-03-29,53
2021-03-30,76
2021-03-31,64
2021-04-01,56
2021-04-02,0
2021-04-03,181
2021-04-04,0
2021-04-05,135
2021-04-06,60
2021-04-07,107
2021-04-08,136
2021-04-09,179
2021-04-10,132
2021-04-11,112
2021-04-12,111
2021-04-13,129
2021-04-14,82
2021-04-15,153
2021-04-16,121
2021-04-17,180
2021-04-18,170
2021-04-19,100
2021-04-20,209
2021-04-21,161
2021-04-22,259
2021-04-23,175
2021-04-24,276
2021-04-25,259
2021-04-26,209
2021-04-27,215
2021-04-28,187
2021-04-29,225
2021-04-30,288
2021-05-01,271
2021-05-02,280
2021-05-03,251
