avaccine,cumulative_avaccine,date_vaccine_administered,province
0,46430,2021-10-04,Nunavut
0,46430,2021-10-05,Nunavut
529,46959,2021-10-06,Nunavut
0,46959,2021-10-07,Nunavut
0,46959,2021-10-08,Nunavut
0,46959,2021-10-09,Nunavut
0,46959,2021-10-10,Nunavut
0,46959,2021-10-11,Nunavut
0,46959,2021-10-12,Nunavut
0,46959,2021-10-13,Nunavut
0,46959,2021-10-14,Nunavut
502,47461,2021-10-15,Nunavut
0,47461,2021-10-16,Nunavut
0,47461,2021-10-17,Nunavut
0,47461,2021-10-18,Nunavut
687,48148,2021-10-19,Nunavut
0,48148,2021-10-20,Nunavut
0,48148,2021-10-21,Nunavut
0,48148,2021-10-22,Nunavut
0,48148,2021-10-23,Nunavut
0,48148,2021-10-24,Nunavut
615,48763,2021-10-25,Nunavut
0,48763,2021-10-26,Nunavut
0,48763,2021-10-27,Nunavut
0,48763,2021-10-28,Nunavut
0,48763,2021-10-29,Nunavut
0,48763,2021-10-30,Nunavut
0,48763,2021-10-31,Nunavut
488,49251,2021-11-01,Nunavut
0,49251,2021-11-02,Nunavut
0,49251,2021-11-03,Nunavut
0,49251,2021-11-04,Nunavut
0,49251,2021-11-05,Nunavut
0,49251,2021-11-06,Nunavut
0,49251,2021-11-07,Nunavut
393,49644,2021-11-08,Nunavut
0,49644,2021-11-09,Nunavut
0,49644,2021-11-10,Nunavut
0,49644,2021-11-11,Nunavut
0,49644,2021-11-12,Nunavut
0,49644,2021-11-13,Nunavut
0,49644,2021-11-14,Nunavut
478,50122,2021-11-15,Nunavut
0,50122,2021-11-16,Nunavut
0,50122,2021-11-17,Nunavut
0,50122,2021-11-18,Nunavut
0,50122,2021-11-19,Nunavut
0,50122,2021-11-20,Nunavut
0,50122,2021-11-21,Nunavut
647,50769,2021-11-22,Nunavut
0,50769,2021-11-23,Nunavut
0,50769,2021-11-24,Nunavut
0,50769,2021-11-25,Nunavut
0,50769,2021-11-26,Nunavut
0,50769,2021-11-27,Nunavut
0,50769,2021-11-28,Nunavut
455,51224,2021-11-29,Nunavut
